velocity_row,x_index,return_index,x0,initial_xdot,initial_ydot,velocity_parameter,velocity_mode,h,hcrit,delta,side,segment_return_tau,cumulative_tau,R,theta,v,w,x,y,xdot,ydot,section_residual,energy_error
120,14,0,0.7840733637268652,0.020299647762861753,0.0050875712954271913,0.96999999999999997,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0856397806028095,2.0856397806028095,0.8842841013517807,2.5709144015062524e-17,-0.017729697843515226,0.54859576099694096,0.78195837190352635,2.010348039705158e-17,-0.025640464212711031,0.011413861579396722,2.5709144015062524e-17,-4.6439691318664196e-16
120,15,0,0.7840960654678294,0.020224997426676904,0.0050688621576133394,0.96999999999999997,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0843311670753208,2.0843311670753208,0.88430232124948915,8.4703294725430034e-22,-0.017664530435641052,0.54861639419547392,0.7819905953672347,6.6237179871905383e-22,-0.025544640926506112,0.011362437546789228,8.4703294725430034e-22,0
120,16,0,0.78411876720879359,0.020150337064597748,0.0050501505070735184,0.96999999999999997,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0830105886168626,2.0830105886168626,0.88432054966911777,6.7762635780344027e-21,-0.017599321370214225,0.54863702583226837,0.78202283456709054,5.2991928510681987e-21,-0.025448768447490305,0.011310972937283892,6.7762635780344027e-21,-4.6428208101146635e-16
120,17,0,0.78414146894975789,0.020075666542238427,0.0050314363101274587,0.96999999999999997,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0816778911309082,2.0816778911309082,0.88433878672606514,3.3881317890172014e-21,-0.017534070111737524,0.54865765598236693,0.78205508970812898,2.6497057102028109e-21,-0.025352846009533338,0.011259467347332852,3.3881317890172014e-21,0
120,18,0,0.78416417069072208,0.020000985723195433,0.0050127195325892189,0.96999999999999997,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0803329180271017,2.0803329180271017,0.8843570325375939,-1.6940658945086007e-21,-0.017468776115238657,0.54867828472302904,0.78208736099869891,-1.3249075247941318e-21,-0.025256872832994846,0.011207920368295543,-1.6940658945086007e-21,-4.6416717315420918e-16
117,19,0,0.78418687243168628,0.018929979745556529,0.0079782902613458571,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9275225055026033,1.9275225055026033,0.88652960027045424,1.6940658945086007e-21,-0.0099123988840997528,0.54978065175339463,0.78593473215569143,1.3314252250547089e-21,-0.014226532086621701,0.0031247250176574815,1.6940658945086007e-21,0
117,20,0,0.78420957417265047,0.018859013007158795,0.0079483803911057135,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9239224086153299,1.9239224086153299,0.88654726115864813,0,-0.0098427553425572793,0.54980304778521627,0.78596604626790023,0,-0.014125733639771865,0.0030783967824256075,0,-4.573291359533273e-16
117,21,0,0.78423227591361466,0.018788036086281962,0.0079184662293251204,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9202654986992731,1.9202654986992731,0.88656501602331794,0,-0.0097726660171920735,0.54982551270611946,0.78599752763642605,0,-0.014024303022792773,0.003031749153343255,0,0
117,22,0,0.78425497765457897,0.018717048845295764,0.007888547717997978,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9165499372236292,1.9165499372236292,0.88658286840267952,0,-0.0097021139222794889,0.54984804906459372,0.786029182545123,0,-0.013922215905925064,0.0029847700688659939,0,-9.1443788512794664e-16
117,23,0,0.78427767939554316,0.018646051144461429,0.0078586247982295361,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9127737780162732,1.9127737780162732,0.88660082206275925,0,-0.0096310809816687465,0.54987065956265913,0.78606101768236047,0,-0.013819446396156853,0.0029374466757851048,0,-4.5716339329501865e-16
117,24,0,0.78430038113650735,0.018575042841888493,0.0078286974102181814,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9089349576650128,1.9089349576650128,0.88661888101867292,1.3552527156068805e-20,-0.0095595479274804898,0.54989334706970738,0.78609304017880366,1.0653547274219923e-20,-0.013715966891925809,0.0028897652545726293,1.3552527156068805e-20,-4.5710752617991967e-16
117,25,0,0.78432308287747154,0.01850402379349414,0.0077987654932383053,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9050312848561854,1.9050312848561854,0.88663704955823563,4.2351647362715017e-22,-0.0094874941875465382,0.54991611463788848,0.78612525764933316,3.3293699694888044e-22,-0.013611747921683711,0.0028417111365902636,4.2351647362715017e-22,0
117,26,0,0.78434578461843574,0.01843299385295975,0.0077688289856219931,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9010604283180219,1.9010604283180219,0.88665533226879423,0,-0.0094148977577121935,0.54993896551950572,0.78615767824068594,0,-0.013506757960733579,0.0027932686098659509,0,0
117,27,0,0.78436848635940004,0.018361952871686484,0.0077388878247402967,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8970199033183699,1.8970199033183699,0.88667373406728855,1.6940658945086007e-21,-0.0093417350586479844,0.54996190318654981,0.7861903106848287,1.331858191924289e-21,-0.013400963225854502,0.0027444208136002679,1.6940658945086007e-21,0
117,28,0,0.78439118810036423,0.01829090069875151,0.0077089419469847948,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8929070563425847,1.8929070563425847,0.886692260234477,0,-0.0092679807729962715,0.54998493135284043,0.7862231643597255,0,-0.013294327441707011,0.0026951496179155043,0,-4.5688060244646024e-16
117,29,0,0.78441388984132843,0.018219837180859653,0.0076789912877472076,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8887190477196536,1.8887190477196536,0.88671091645382549,1.2874900798265365e-19,-0.0091936076603591661,0.55000805399916031,0.78625624935838312,1.0122971212505379e-19,-0.013186811575449384,0.0026454354871903174,1.2874900798265365e-19,-4.5682292942417587e-16
117,30,0,0.78443659158229262,0.018148762162297428,0.00764903578140003,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8844528318922715,1.8844528318922715,0.8867297088557381,0,-0.0091185863468452311,0.5500312754018476,0.78628957656738208,0,-0.013078373534860232,0.0025952573246270649,0,0
117,31,0,0.78445929332325692,0.018077675484883808,0.0076190753612757744,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8801051347984297,1.8801051347984297,0.88674864406841825,0,-0.0090428850832614954,0.55005460016556951,0.78632315775717831,0,-0.012968967821468828,0.0025445922933713394,0,-4.567063258762347e-16
117,32,0,0.78448199506422112,0.018006576987921932,0.0075891099596466245,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8756724279473029,1.8756724279473029,0.8867677292762457,3.4633737257218009e-16,-0.0089664694675647225,0.55007803326091065,0.78635700568574896,2.7234481925292917e-16,-0.012858545132412809,0.0024934156111590111,3.4633737257218009e-16,0
117,33,0,0.78450469680518531,0.017935466508146043,0.0075591395077020699,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8711508985190402,1.8711508985190402,0.88678697228727577,2.1175823681357508e-22,-0.0088893021240524315,0.5501015800677892,0.78639113421843365,1.6652480002792298e-22,-0.012747051900226772,0.0024417003128074377,2.1175823681357508e-22,-4.5658790161505019e-16
117,34,0,0.7845273985461495,0.017864343879670751,0.0075291639355275176,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8665364147218511,1.8665364147218511,0.88680638161159353,8.4703294725430034e-22,-0.0088113423310668491,0.55012524642576821,0.7864255584670472,6.6612835858445208e-22,-0.01263442975875945,0.0023894169743909899,8.4703294725430034e-22,-4.5652794549866345e-16
117,35,0,0.78455010028711369,0.017793208933937151,0.007499183172081589,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8618244854433108,1.8618244854433108,0.88682596655277002,4.2351647362715017e-22,-0.0087325455865692962,0.55014903869269605,0.78646029495225478,3.3307889076594735e-22,-0.012520614919946969,0.0023365333911722352,4.2351647362715017e-22,-4.5646745620538949e-16
117,36,0,0.784572802028078,0.017722061499657688,0.0074691971451728801,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8570102130299082,1.8570102130299082,0.88684573731510785,0,-0.0086528630988228286,0.55017296381341407,0.78649536179397728,0,-0.012405537443132383,0.0022830141998544384,0,0
117,37,0,0.78459550376904219,0.017650901402761373,0.0074392057814368683,0.92149999999999999,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.8520882376576013,1.8520882376576013,0.88686570513023721,0,-0.0085722411853408394,0.55019702940071902,0.78653077893615286,0,-0.012289120372760476,0.0022288204324725225,0,-4.5634474990102317e-16
118,19,0,0.78418687243168628,0.019262084653373313,0.0071392817193151143,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0368420479746407,2.0368420479746407,0.8857432919824445,0,-0.012751797331553924,0.54942149716992816,0.78454117929189793,0,-0.018350495088464262,0.0061047369794866579,0,-4.5982543850184039e-16
118,20,0,0.78420957417265047,0.01918987288447737,0.0071125172142848707,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0345712276536769,2.0345712276536769,0.88575945599133188,-1.6940658945086007e-21,-0.01269109451500481,0.54944164859424072,0.78456981387806024,-1.3291129635517825e-21,-0.018262140779095569,0.0060618156211216245,-1.6940658945086007e-21,-4.5977509334317047e-16
118,21,0,0.78423227591361466,0.01911765075446235,0.0070857488690187747,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0322769951134507,2.0322769951134507,0.88577564432592615,0,-0.012630274661739826,0.54946181654720572,0.78459849208100962,0,-0.018173626206121958,0.0060188092762465395,0,0
118,22,0,0.78425497765457897,0.019045418123283409,0.0070589766316107366,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.029958991322693,2.029958991322693,0.8857918573622372,-8.4703294725430034e-22,-0.012569335850267408,0.54948200140109005,0.784627214569242,-6.6460510205251736e-22,-0.018084948630443493,0.0059757168084392243,-8.4703294725430034e-22,0
118,23,0,0.78427767939554316,0.018973174848750229,0.0070322004493594626,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0276168494351694,2.0276168494351694,0.88580809548480821,-1.6940658945086007e-21,-0.012508276112637292,0.54950220353696722,0.78465598202642306,-1.3292589380731169e-21,-0.017996105246734135,0.0059325370559696333,-1.6940658945086007e-21,-4.5962363734658825e-16
118,24,0,0.78430038113650735,0.01890092078648303,0.0070054202687521603,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0252501945341121,2.0252501945341121,0.88582435908703805,0,-0.012447093432727253,0.54952242334496426,0.78468479515196177,0,-0.017907093180992928,0.0058892688307188301,0,-4.5957300794468231e-16
118,25,0,0.78432308287747154,0.018828655789871231,0.0069786360354492181,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0228586433937745,2.0228586433937745,0.8858406485714545,6.1833405149563925e-19,-0.012385785744672893,0.54954266122454853,0.78471365466149512,4.8521517335079217e-19,-0.017817909488305594,0.0058459109173769619,6.1833405149563925e-19,0
118,26,0,0.78434578461843574,0.01875637971002922,0.0069518476942678044,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0204418042102041,2.0204418042102041,0.88585696435003713,0,-0.012324350931093107,0.5495629175847917,0.784742561287463,0,-0.017728551150310686,0.005802462072384329,0,-4.5947152573719808e-16
118,27,0,0.78436848635940004,0.01868409239575116,0.0069250551891651257,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0179992763377297,2.0179992763377297,0.88587330684452847,0,-0.012262786821330869,0.54958319284467294,0.78477151577966009,0,-0.017639015072690226,0.0057589210229844756,0,0
118,28,0,0.78439118810036423,0.018611793693466449,0.0068982584632219113,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0155306500068302,2.0155306500068302,0.88588967648676686,1.6940658945086007e-21,-0.012201091189594601,0.54960348743337728,0.78480051890582847,1.3295037930710163e-21,-0.01754929808251764,0.0057152864661703662,1.6940658945086007e-21,-4.5936973716242379e-16
118,29,0,0.78441388984132843,0.018539483447190523,0.006871457458624183,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0130355060261604,2.0130355060261604,0.88590607371904684,-4.2351647362715017e-22,-0.012139261752947347,0.54962380179061809,0.78482957145229726,-3.3238825249978442e-22,-0.017459396925387026,0.0056715570675457405,-4.2351647362715017e-22,4.593187246862338e-16
118,30,0,0.78443659158229262,0.018467161498478084,0.0068446521166459183,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0105134154658084,2.0105134154658084,0.88592249899451536,2.9053230090822502e-18,-0.012077296169150563,0.54964413636695286,0.78485867422468703,2.2802679651027733e-18,-0.017369308262333096,0.0056277314600152728,2.9053230090822502e-18,-4.5926763159237342e-16
118,31,0,0.78445929332325692,0.018394827686372999,0.00681784237763048,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0079639393619155,2.0079639393619155,0.8859389527774908,-3.3881317890172014e-21,-0.012015192034766975,0.54966449162414044,0.78488782804847712,-2.6593034010237123e-21,-0.01727902866713028,0.0055838082428785185,-3.3881317890172014e-21,0
118,32,0,0.78448199506422112,0.018322481847359157,0.0067910281809724056,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0053866283437523,2.0053866283437523,0.8859554355439675,0,-0.011952946882502856,0.54968486803549088,0.78491703376990118,0,-0.017188554622489145,0.0055397859800895288,0,-4.5916519787187416e-16
118,33,0,0.78450469680518531,0.018250123815306499,0.0067642094650973983,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0027810223186466,2.0027810223186466,0.88597194778194677,2.2831095466881862e-16,-0.01189055817920214,0.54970526608624792,0.78494629225653656,1.7921183734883938e-16,-0.017097882517202689,0.0054956631993320348,2.2831095466881862e-16,-4.5911385431558051e-16
118,34,0,0.7845273985461495,0.018177753421419359,0.0067373861674431849,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0001466500766738,2.0001466500766738,0.88598848999196378,0,-0.011828023323044048,0.54972568627397267,0.7849756043982401,0,-0.017007008642138052,0.0054514383902269925,0,0
118,35,0,0.78455010028711369,0.018105370494181663,0.0067105582244392009,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9974830289211161,1.9974830289211161,0.88600506268751067,0,-0.011765339641101392,0.54974612910894471,0.78500497110789969,0,-0.0169159291867555,0.0054071100030287367,0,-4.5901090620360055e-16
118,36,0,0.784572802028078,0.018032974859300804,0.0066837255714857942,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.994789664259244,1.994789664259244,0.88602166639556124,5.9779689065651148e-16,-0.011702504386463497,0.54976659511460801,0.78503439332236724,4.6929111938653204e-16,-0.016824640234997985,0.0053626764469285604,5.9779689065651148e-16,-4.5895929848568525e-16
118,37,0,0.78459550376904219,0.017960566339651922,0.0066568881429335622,0.93766666666666665,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,1.9920660491814106,1.9920660491814106,0.88603830165708153,-3.3881317890172014e-21,-0.011639514735371455,0.54978708482800209,0.78506387200336536,-2.6598998611435335e-21,-0.016733137761202072,0.0053181360884055895,-3.3881317890172014e-21,0
119,19,0,0.78418687243168628,0.019594189561190092,0.0061696826580964308,0.95383333333333331,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0759131095824732,2.0759131095824732,0.88508165442150677,0,-0.015020073888746942,0.54911118932111513,0.78336953499351158,0,-0.021663172212564485,0.0086032839299381436,0,-4.6189173549255398e-16
119,20,0,0.78420957417265047,0.019520732761795948,0.0061465530900208518,0.95383333333333331,fraction,-2.3915468938607138,-2.3915368938607138,1.0000000000000001e-05,closed,2.0741683315079413,2.0741683315079413,0.88509844958020023,0,-0.014958713988863448,0.54913102147260084,0.7833992654492743,0,-0.021573445828872381,0.0085570720749389428,0,0
